Time,price,volume
2010-07-17 00:00:00 UTC,0.04951,0.9902
2010-07-18 00:00:00 UTC,0.077975,5.0919941
2010-07-19 00:00:00 UTC,0.0867925,49.731775
2010-07-20 00:00:00 UTC,0.077999375,20.59548
2010-07-21 00:00:00 UTC,0.0704631666666667,42.5549416666667
2010-07-22 00:00:00 UTC,0.064120380952381,131.521321428571
2010-07-23 00:00:00 UTC,0.0617804,148.019113996667
2010-07-24 00:00:00 UTC,0.0558145833333333,26.7403002
2010-07-25 00:00:00 UTC,0.0549116369047619,84.8772963928571
2010-07-26 00:00:00 UTC,0.0526589285714286,47.3484045714286
2010-07-27 00:00:00 UTC,0.0583944099378882,195.798431987578
2010-07-28 00:00:00 UTC,0.0577125,254.03878425
2010-07-29 00:00:00 UTC,0.061484076318743,521.287067701414
2010-07-30 00:00:00 UTC,0.0652559656084656,194.661630798809
2010-07-31 00:00:00 UTC,0.0620767356601732,243.495970349242
2010-08-01 00:00:00 UTC,0.06065,161.403423333333
2010-08-02 00:00:00 UTC,0.0615044166666667,220.80665
2010-08-03 00:00:00 UTC,0.0613314891518738,608.840718639743
2010-08-04 00:00:00 UTC,0.0607407407407407,209.805055166667
2010-08-05 00:00:00 UTC,0.0600678571428571,303.595749714286
2010-08-06 00:00:00 UTC,0.0619958333333333,86.24175
2010-08-07 00:00:00 UTC,0.0605570634920635,157.350447619048
2010-08-08 00:00:00 UTC,0.0601222222222222,133.118066666667
2010-08-09 00:00:00 UTC,0.0649619436845753,886.80183676311
2010-08-10 00:00:00 UTC,0.0692992708333333,89.2517530416667
2010-08-11 00:00:00 UTC,0.0690642789983165,1017.57094899137
2010-08-12 00:00:00 UTC,0.0673237777777778,134.455047777778
2010-08-13 00:00:00 UTC,0.0655544444444444,234.239718166667
2010-08-14 00:00:00 UTC,0.0665195238095238,293.542380914286
2010-08-15 00:00:00 UTC,0.0657010303030303,294.583519848485
2010-08-16 00:00:00 UTC,0.0652125274725275,700.042943477143
2010-08-17 00:00:00 UTC,0.066713782051282,918.818613383077
2010-08-18 00:00:00 UTC,0.0693439583333333,203.436678786667
2010-08-19 00:00:00 UTC,0.0673875,50.01503625
2010-08-20 00:00:00 UTC,0.0659214285714286,276.490989357143
2010-08-21 00:00:00 UTC,0.0655164166666667,688.417961516667
2010-08-22 00:00:00 UTC,0.0635046637426901,1183.73925915444
2010-08-23 00:00:00 UTC,0.0649468315789474,282.982576347368
2010-08-24 00:00:00 UTC,0.0656927272727273,444.59304186
